timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Latency,IdleTime,Connect
1627581289154,230,HTTP Request Poster Img,200,OK,Thread Group 1-8,bin,true,,80733,163,46,46,http://sustentable-poster-pre.flow.com.ar/img/default/10007206.jpg,125,0,75
1627581289153,263,HTTP Request Poster Img,200,OK,Thread Group 1-20,bin,true,,140157,163,45,45,http://sustentable-poster-pre.flow.com.ar/img/default/10009797.jpg,124,0,77
1627581289154,273,HTTP Request Poster Img,200,OK,Thread Group 1-33,bin,true,,140157,163,44,44,http://sustentable-poster-pre.flow.com.ar/img/default/10009797.jpg,111,0,76
1627581289153,305,HTTP Request Poster Img,200,OK,Thread Group 1-42,bin,true,,249048,163,43,43,http://sustentable-poster-pre.flow.com.ar/img/default/10009534.jpg,113,0,77
1627581289149,320,HTTP Request Poster Img,200,OK,Thread Group 1-17,bin,true,,262300,163,42,42,http://sustentable-poster-pre.flow.com.ar/img/default/10009493.jpg,117,0,81
1627581289153,336,HTTP Request Poster Img,200,OK,Thread Group 1-38,bin,true,,283840,163,41,41,http://sustentable-poster-pre.flow.com.ar/img/default/10000509.jpg,112,0,77
1627581289153,341,HTTP Request Poster Img,200,OK,Thread Group 1-23,bin,true,,255880,163,40,40,http://sustentable-poster-pre.flow.com.ar/img/default/10010188.jpg,124,0,77
1627581289154,342,HTTP Request Poster Img,200,OK,Thread Group 1-27,bin,true,,262300,163,39,39,http://sustentable-poster-pre.flow.com.ar/img/default/10009493.jpg,124,0,76
1627581289153,345,HTTP Request Poster Img,200,OK,Thread Group 1-14,bin,true,,262300,163,38,38,http://sustentable-poster-pre.flow.com.ar/img/default/10009493.jpg,124,0,78
1627581289155,351,HTTP Request Poster Img,200,OK,Thread Group 1-6,bin,true,,140157,163,37,37,http://sustentable-poster-pre.flow.com.ar/img/default/10009797.jpg,124,0,75
1627581289155,357,HTTP Request Poster Img,200,OK,Thread Group 1-22,bin,true,,249048,163,36,36,http://sustentable-poster-pre.flow.com.ar/img/default/10009534.jpg,110,0,75
1627581289149,370,HTTP Request Poster Img,200,OK,Thread Group 1-18,bin,true,,249048,163,35,35,http://sustentable-poster-pre.flow.com.ar/img/default/10009534.jpg,128,0,81
1627581289155,373,HTTP Request Poster Img,200,OK,Thread Group 1-5,bin,true,,255880,163,34,34,http://sustentable-poster-pre.flow.com.ar/img/default/10010188.jpg,123,0,75
1627581289153,379,HTTP Request Poster Img,200,OK,Thread Group 1-16,bin,true,,369044,163,33,33,http://sustentable-poster-pre.flow.com.ar/img/default/10003385.jpg,112,0,76
1627581289153,382,HTTP Request Poster Img,200,OK,Thread Group 1-12,bin,true,,255880,163,32,32,http://sustentable-poster-pre.flow.com.ar/img/default/10010188.jpg,113,0,76
